,name,desc,cr,immunities,resists,conditions,wins,actions,hp,str,dex,con,int,wis,cha,ac,spd
5547,Dullahan,Large Fey Lawful Evil,11,"Necrotic,Charmed,Frightened,Exhaustion,DifficultTerrain","Bludgeoning,Piercing,Slashing","Vanilla,Baleful Glare","Storm Giant, Djinni","Chill Touch: +6, 120ft, 3d8 Necrotic, Chill Touch	Spine Whip: +7, 10ft, 2d10+4 Slashing, 3d10 Necrotic, Prone (CON Save)	Multiattack: 2 Spine Whip	Seal the Doom: 40ft, Dead (CON Save)	Blight: 30ft, 8d8 Necrotic (CON Save, If Not  Undead,  Construct,  Plant), 64 Necrotic (CON Save, If Plant)	Baleful Glare: 30ft, Baleful Terror (WIS Save)",86,19,18,20,13,15,17,17,60
5548,Dullahan,Large Fey Lawful Evil,11,"Necrotic,Charmed,Frightened,Exhaustion,DifficultTerrain","Bludgeoning,Piercing,Slashing","Vanilla,Baleful Glare","Storm Giant, Djinni, Nalfeshnee","Chill Touch: +6, 120ft, 3d8 Necrotic, Chill Touch	Spine Whip: +7, 10ft, 2d10+4 Slashing, 3d10 Necrotic, Prone (CON Save)	Multiattack: 2 Spine Whip	Seal the Doom: 40ft, Dead (CON Save)	Blight: 30ft, 8d8 Necrotic (CON Save, If Not  Undead,  Construct,  Plant), 64 Necrotic (CON Save, If Plant)	Baleful Glare: 30ft, Baleful Terror (WIS Save)",86,19,18,20,13,15,17,17,60
5549,Adult Gold Dragon,Huge Dragon Lawful Good,17,Fire,,"Electric Body,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +13, 10ft, 2d10+8 Piercing	Claw: +13, 2d6+8 Slashing	Tail: +13, 15ft, 2d8+8 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+8 Bludgeoning (DEX Save)	Breath Weapon: 60ft, 1x (Fire Breath, Weakening Breath)	Fire Breath: 60ft, 12d10 Fire (DEX Save)	Weakening Breath: 60ft, Weakened (STR Save)",112,27,14,25,16,15,24,19,80
5550,Dragon Turtle,Gargantuan Dragon Neutral,17,,Fire,Frenzied,,"Multiattack: 10ft, Bite, 2 Claw	Bite: +12, 15ft, 3d12+7 Piercing	Claw: +12, 2d8+7 Slashing	Steam Breath: 60ft, 15d6 Fire (CON Save)",179,25,10,20,10,12,12,20,20
5551,Iron Golem,Large Construct Unaligned,16,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing",Vorpal Blade,,"Poison Breath: 15ft, 10d8 Poison (CON Save)	Slam: +12, 3d8+7 Bludgeoning	Sword: +12, 10ft, 3d10+7 Slashing	Multiattack: 10ft, 2x (Slam, Sword)",104,24,9,20,3,11,1,20,30
5552,Adult Bronze Dragon,Huge Dragon Lawful Good,15,Lightning,,"Quick Draw,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +11, 10ft, 2d10+7 Piercing	Claw: +11, 2d6+7 Slashing	Tail: +11, 15ft, 2d8+7 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+7 Bludgeoning (DEX Save)	Breath Weapon: 90ft, 1x (2 Lightning Breath, Repulsion Breath)	Lightning Breath: 90ft, 12d10 Lightning (DEX Save)	Repulsion Breath: 35ft, ",101,25,10,23,16,15,19,19,80
5553,Adult Silver Dragon,Huge Dragon Lawful Good,16,Cold,,"Death Defying,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +12, 10ft, 2d10+8 Piercing	Claw: +12, 2d6+8 Slashing	Tail: +12, 15ft, 2d8+8 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+8 Bludgeoning (DEX Save)	Breath Weapon: 60ft, 1x (Cold Breath, Paralyzing Breath)	Cold Breath: 60ft, 13d8 Cold (CON Save)	Paralyzing Breath: 60ft, Paralyzed (CON Save)",119,27,10,25,16,13,21,19,80
5554,Marilith,Large Fiend Chaotic Evil,16,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility","Legendary Resistor,Legendary Resistance",,"Parry: +5 to AC vs 1 Attack, Reaction	Longsword: +8, 2d8+4 Slashing	Tail: +8, 10ft, 2d10+4 Bludgeoning, Grappled & Restrained (If Medium)	Tail Squeeze: +8, 10ft, 2d10+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Tail, 6 Longsword	Multisqueeze: Tail Squeeze, 6 Longsword (If Grappled & Restrained)	Teleport: 120ft, Teleport",101,18,20,20,18,16,20,18,40
5555,Adult Black Dragon,Huge Dragon Chaotic Evil,14,Acid,,"Skilled,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +10, 10ft, 2d10+6 Piercing, 1d8 Acid	Claw: +10, 2d6+6 Slashing	Tail: +10, 15ft, 2d8+6 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+6 Bludgeoning (DEX Save)	Acid Breath: 60ft, 12d8 Acid (DEX Save)",77,23,14,21,14,13,17,19,80
5556,Adult Red Dragon,Huge Dragon Chaotic Evil,17,Fire,,"Smelly,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +13, 10ft, 2d10+8 Piercing, 2d6 Fire	Claw: +13, 2d6+8 Slashing	Tail: +13, 15ft, 2d8+8 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+8 Bludgeoning (DEX Save)	Fire Breath: 60ft, 18d6 Fire (DEX Save)",95,27,10,25,16,13,21,19,80
5557,Marilith,Large Fiend Chaotic Evil,16,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility","Legendary Resistor,Legendary Resistance",Adult Blue Dragon,"Parry: +5 to AC vs 1 Attack, Reaction	Longsword: +8, 2d8+4 Slashing	Tail: +8, 10ft, 2d10+4 Bludgeoning, Grappled & Restrained (If Medium)	Tail Squeeze: +8, 10ft, 2d10+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Tail, 6 Longsword	Multisqueeze: Tail Squeeze, 6 Longsword (If Grappled & Restrained)	Teleport: 120ft, Teleport",101,18,20,20,18,16,20,18,40
5558,Iron Golem,Large Construct Unaligned,16,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing",Vorpal Blade,Androsphinx,"Poison Breath: 15ft, 10d8 Poison (CON Save)	Slam: +12, 3d8+7 Bludgeoning	Sword: +12, 10ft, 3d10+7 Slashing	Multiattack: 10ft, 2x (Slam, Sword)",104,24,9,20,3,11,1,20,30
5559,Adult Black Dragon,Huge Dragon Chaotic Evil,14,Acid,,"Skilled,Legendary,Legendary Resistance",Adult Green Dragon,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +10, 10ft, 2d10+6 Piercing, 1d8 Acid	Claw: +10, 2d6+6 Slashing	Tail: +10, 15ft, 2d8+6 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+6 Bludgeoning (DEX Save)	Acid Breath: 60ft, 12d8 Acid (DEX Save)",77,23,14,21,14,13,17,19,80
5560,Dragon Turtle,Gargantuan Dragon Neutral,17,,Fire,Frenzied,Purple Worm,"Multiattack: 10ft, Bite, 2 Claw	Bite: +12, 15ft, 3d12+7 Piercing	Claw: +12, 2d8+7 Slashing	Steam Breath: 60ft, 15d6 Fire (CON Save)",179,25,10,20,10,12,12,20,20
5561,Marilith,Large Fiend Chaotic Evil,16,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility","Legendary Resistor,Legendary Resistance","Adult Blue Dragon, Adult Red Dragon","Parry: +5 to AC vs 1 Attack, Reaction	Longsword: +8, 2d8+4 Slashing	Tail: +8, 10ft, 2d10+4 Bludgeoning, Grappled & Restrained (If Medium)	Tail Squeeze: +8, 10ft, 2d10+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Tail, 6 Longsword	Multisqueeze: Tail Squeeze, 6 Longsword (If Grappled & Restrained)	Teleport: 120ft, Teleport",101,18,20,20,18,16,20,18,40
5562,Iron Golem,Large Construct Unaligned,16,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing",Vorpal Blade,"Androsphinx, Adult Bronze Dragon","Poison Breath: 15ft, 10d8 Poison (CON Save)	Slam: +12, 3d8+7 Bludgeoning	Sword: +12, 10ft, 3d10+7 Slashing	Multiattack: 10ft, 2x (Slam, Sword)",104,24,9,20,3,11,1,20,30
5563,Marilith,Large Fiend Chaotic Evil,16,"Poison,Poisoned","Cold,Fire,Lightning,Spell,MagicalAbility,Bludgeoning,Piercing,Slashing","Legendary Resistor,Legendary Resistance","Adult Blue Dragon, Adult Red Dragon, Adult Black Dragon","Parry: +5 to AC vs 1 Attack, Reaction	Longsword: +8, 2d8+4 Slashing	Tail: +8, 10ft, 2d10+4 Bludgeoning, Grappled & Restrained (If Medium)	Tail Squeeze: +8, 10ft, 2d10+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Tail, 6 Longsword	Multisqueeze: Tail Squeeze, 6 Longsword (If Grappled & Restrained)	Teleport: 120ft, Teleport",101,18,20,20,18,16,20,18,40
5564,Giant Crab,Medium Beast Unaligned,1/8,,,"Starts Invisibile,Greater Invisible,Rat Bite Fever",,"Claw: +3, 1d6+1 Bludgeoning, Grappled",22,13,15,11,1,9,3,15,30
5565,Flying Snake,Tiny Beast Unaligned,1/8,,,+2 CHA,,"Bite: +6, 1 Piercing, 3d4 Poison, Flyby",6,4,18,11,2,12,7,14,60
5566,Mule,Medium Beast Unaligned,1/8,,Prone,Projectile Catching,,"Hooves: +2, 1d4+2 Bludgeoning",14,14,10,13,2,10,5,10,40
5567,Giant Centipede,Small Beast Unaligned,1/4,,,Blessed By God,,"Bite: +4, 1d4+2 Piercing, 3d6 Poison (CON Save)",7,5,14,12,1,7,3,13,30
5568,Guard,Medium Humanoid Lawful Neutral,1/8,,,Flying,,"Spear: +3, 1d6+1 Piercing	Thrown Spear: +3, 20ft, 1d6+1 Piercing",10,13,12,12,10,11,10,16,90
5569,Sprite,Tiny Fey Neutral Good,1/4,,Psychic,Psychic Attuned,,"Shortbow: +6, 40ft, 1 Psychic, Poisoned (CON Save)	Longsword: +2, 1 Psychic	Invisibility: Invisible",4,3,18,10,14,13,11,15,40
5570,Mastiff,Medium Beast Unaligned,1/8,,,Magic Attacks,,"Bite: +4, 1d6+2 Piercing, Prone (STR Save)",5,13,14,12,3,12,7,12,40
5571,Camel,Large Beast Unaligned,1/8,,,Backstabber,,"Bite: +5, 1d4 Bludgeoning, Sneak Attack",23,16,8,14,2,8,5,9,50
5572,Guard,Medium Humanoid Lawful Neutral,1/8,,,Flying,Stirge,"Spear: +3, 1d6+1 Piercing	Thrown Spear: +3, 20ft, 1d6+1 Piercing",10,13,12,12,10,11,10,16,90
5573,Mastiff,Medium Beast Unaligned,1/8,,,"Magic Attacks,Poisoned",Cultist,"Bite: +4, 1d6+2 Piercing, Prone (STR Save)",5,13,14,12,3,12,7,12,40
5574,Giant Centipede,Small Beast Unaligned,1/4,,,Blessed By God,Blood Hawk,"Bite: +4, 1d4+2 Piercing, 3d6 Poison (CON Save)",7,5,14,12,1,7,3,13,30
5575,Giant Crab,Medium Beast Unaligned,1/8,,,"Starts Invisibile,Rat Bite Fever",Giant Rat,"Claw: +3, 1d6+1 Bludgeoning, Grappled",18,13,15,11,1,9,3,15,30
5576,Giant Centipede,Small Beast Unaligned,1/4,,,Blessed By God,"Blood Hawk, Mule","Bite: +4, 1d4+2 Piercing, 3d6 Poison (CON Save)",7,5,14,12,1,7,3,13,30
5577,Giant Crab,Medium Beast Unaligned,1/8,,,"Starts Invisibile,Greater Invisible,Rat Bite Fever","Giant Rat, Camel","Claw: +3, 1d6+1 Bludgeoning, Grappled",17,13,15,11,1,9,3,15,30
5578,Giant Crab,Medium Beast Unaligned,1/8,,,"Starts Invisibile,Greater Invisible,Rat Bite Fever","Giant Rat, Camel, Mastiff","Claw: +3, 1d6+1 Bludgeoning, Grappled",12,13,15,11,1,9,3,15,30
5579,Skeleton,Medium Undead Lawful Evil,1/4,"Poison,Poisoned,Exhaustion",,Parrier,,"Shortsword: +4, 1d6+2 Piercing	Shortbow: +4, 80ft, 1d6+2 Piercing	Parry: +2 to AC vs 1 Attack, Reaction",11,10,14,15,6,8,5,13,30
5580,Drow,Medium Humanoid Neutral Evil,1/4,Asleep,Charmed,"Shielded,Grappled",,"Shortsword: +4, 1d6+2 Piercing	Hand Crossbow: +4, 30ft, 1d6+2 Piercing, Poisoned (CON Save)	Faerie Fire: 60ft, Faerie Fire (WIS Save)	Shield: +5 to AC, Reaction",13,10,14,10,11,11,12,15,30
5581,Giant Poisonous Snake,Medium Beast Unaligned,1/4,,,+2 WIS,,"Bite: +6, 10ft, 1d4+4 Piercing, 3d6 Poison (CON Save)",11,10,18,13,2,12,3,14,30
5582,Cleric,Medium Humanoid True Neutral,1/4,,,"Blurred,Human,Life Domain,Level 1,Protection from Good & Evil",,"Club: +3, 1d4+1 Bludgeoning	Light Hammer Toss: +3, 20ft, 1d4+1 Bludgeoning	Sacred Flame: 60ft, 1d8 Radiant (DEX Save)	Protection from Good & Evil: Protection from Good & Evil	Cure Wounds: Heal 1d8+7	Bless: Blessed	Healing Word: Heal 1d4+4, Bonus",10,12,14,15,12,19,6,19,30
5583,Giant Bat,Large Beast Unaligned,1/4,,Acid,Black Half-Dragon,,"Bite: +4, 1d6+2 Piercing	Acid Breath: 60ft, 2d8 Acid (DEX Save)",30,15,16,11,2,12,6,13,60
5584,Panther,Medium Beast Unaligned,1/4,,,Quick Draw,,"Bite: +4, 1d6+2 Piercing	Claw: +4, 1d4+2 Slashing	Pounce: +4, 1d4+2 Slashing, Prone (STR Save), Bite (If Prone)",17,14,15,10,3,14,7,12,50
5585,Fighter,Medium Humanoid Chaotic Neutral,1/4,,,"Good Stats,Half-Elf,FS: Archery,Level 1",,"Longsword: +5, 1d10+3 Slashing	Heavy Crossbow: +5, 100ft, 1d10+1 Piercing",11,16,13,12,10,14,14,16,30
5586,Dust Mephit,Small Elemental Neutral Evil,1/2,"Poison,Poisoned",Force,"Force Attuned,Death Burst",,"Claws: +4, 1d4+2 Force	Blinding Breath: 15ft, Blinded (CON Save)	Sleep: 90ft, Asleep (WIS Save)",18,5,14,10,9,11,10,12,30
5587,Cleric,Medium Humanoid True Neutral,1/4,,,"Blurred,Human,Life Domain,Protection from Good & Evil",Barbarian,"Club: +3, 1d4+1 Bludgeoning	Light Hammer Toss: +3, 20ft, 1d4+1 Bludgeoning	Sacred Flame: 60ft, 1d8 Radiant (DEX Save)	Protection from Good & Evil: Protection from Good & Evil	Cure Wounds: Heal 1d8+7	Bless: Blessed	Healing Word: Heal 1d4+4, Bonus",10,12,14,15,12,19,6,19,30
5588,Skeleton,Medium Undead Lawful Evil,1/4,"Poison,Poisoned,Exhaustion",,Parrier,Ranger,"Shortsword: +4, 1d6+2 Piercing	Shortbow: +4, 80ft, 1d6+2 Piercing	Parry: +2 to AC vs 1 Attack, Reaction",11,10,14,15,6,8,5,13,30
5589,Giant Bat,Large Beast Unaligned,1/4,,Acid,Black Half-Dragon,Constrictor Snake,"Bite: +4, 1d6+2 Piercing	Acid Breath: 60ft, 2d8 Acid (DEX Save)",30,15,16,11,2,12,6,13,60
5590,Giant Poisonous Snake,Medium Beast Unaligned,1/4,,,+2 WIS,Giant Owl,"Bite: +6, 10ft, 1d4+4 Piercing, 3d6 Poison (CON Save)",11,10,18,13,2,12,3,14,30
5591,Giant Bat,Large Beast Unaligned,1/4,,Acid,Black Half-Dragon,"Constrictor Snake, Drow","Bite: +4, 1d6+2 Piercing	Acid Breath: 60ft, 2d8 Acid (DEX Save)",30,15,16,11,2,12,6,13,60
5592,Giant Poisonous Snake,Medium Beast Unaligned,1/4,,,+2 WIS,"Giant Owl, Dust Mephit","Bite: +6, 10ft, 1d4+4 Piercing, 3d6 Poison (CON Save)",11,10,18,13,2,12,3,14,30
5593,Giant Poisonous Snake,Medium Beast Unaligned,1/4,,,+2 WIS,"Giant Owl, Dust Mephit, Skeleton","Bite: +6, 10ft, 1d4+4 Piercing, 3d6 Poison (CON Save)",11,10,18,13,2,12,3,14,30
5594,Sahuagin,Medium Humanoid Lawful Neutral,1/2,,,"Diseased,Blood Frenzy",,"Bite: +3, 1d4+1 Piercing, The Plague (CON Save)	Claws: +3, 1d4+1 Slashing	Spear: +3, 1d8+1 Piercing	Spear Throw: +3, 20ft, 1d6+1 Piercing	Multiattack: Bite, Spear",19,13,11,12,12,13,9,12,30
5595,Giant Poisonous Snake,Medium Beast Unaligned,1/4,,,+2 WIS,"Giant Owl, Dust Mephit, Skeleton, Giant Bat, CR 1/4","Bite: +6, 10ft, 1d4+4 Piercing, 3d6 Poison (CON Save)",11,10,18,13,2,12,3,14,30
5596,Swarm of Insects,Medium Swarm of Tiny Beast Unaligned,1/2,"Charmed,Frightened,Grappled,Paralyzed,Petrified,Prone,Restrained,Stunned","Bludgeoning,Piercing,Slashing","True Sight,Swarm,Faerie Fire",,"Bite (Hurt): +3, 2d4 Piercing	Bite: +3, 4d4 Piercing",23,3,13,10,1,7,1,12,20
5597,Wererat,Medium Humanoid Lawful Evil,2,,,Vorpal Blade,,"Bite: +4, 1d4+2 Piercing, Wererat Lycanthropy (CON Save, If Humanoid)	Shortsword: +4, 1d6+2 Piercing	Hand Crossbow: +4, 30ft, 1d6+2 Piercing	Multiattack: Bite, Shortsword	Multishot: 30ft, 2 Hand Crossbow",21,10,15,12,11,10,8,12,30
5598,Giant Goat,Large Undead Unaligned,1/2,,Prone,"Zombie,Undead Fortitude",,"Ram: +5, 2d4+3 Bludgeoning	Charge: +5, 4d4+3 Bludgeoning, Prone (STR Save)",16,17,11,12,3,12,6,11,40
5599,Lion,Large Beast Unaligned,1,,,Fan Favorite,,"Bite: +5, 1d8+3 Piercing	Claw: +5, 1d6+3 Slashing	Pounce: +5, 1d8+3 Slashing, Prone (STR Save), Bite (If Prone)",26,17,15,13,3,12,8,12,50
5600,Wererat,Medium Humanoid Lawful Evil,2,,,Vorpal Blade,Sorcerer,"Bite: +4, 1d4+2 Piercing, Wererat Lycanthropy (CON Save, If Humanoid)	Shortsword: +4, 1d6+2 Piercing	Hand Crossbow: +4, 30ft, 1d6+2 Piercing	Multiattack: Bite, Shortsword	Multishot: 30ft, 2 Hand Crossbow",21,10,15,12,11,10,8,12,30
5601,Swarm of Insects,Medium Swarm of Tiny Beast Unaligned,1/2,"Charmed,Frightened,Grappled,Paralyzed,Petrified,Prone,Restrained,Stunned","Bludgeoning,Piercing,Slashing","True Sight,Swarm",Bard,"Bite (Hurt): +3, 2d4 Piercing	Bite: +3, 4d4 Piercing",23,3,13,10,1,7,1,12,20
5602,Giant Goat,Large Undead Unaligned,1/2,,Prone,"Zombie,Undead Fortitude",Cockatrice,"Ram: +5, 2d4+3 Bludgeoning	Charge: +5, 4d4+3 Bludgeoning, Prone (STR Save)",16,17,11,12,3,12,6,11,40
5603,Swarm of Insects,Medium Swarm of Tiny Beast Unaligned,1/2,"Charmed,Frightened,Grappled,Paralyzed,Petrified,Prone,Restrained,Stunned","Bludgeoning,Piercing,Slashing","True Sight,Swarm","Bard, Sahuagin","Bite (Hurt): +3, 2d4 Piercing	Bite: +3, 4d4 Piercing",23,3,13,10,1,7,1,12,20
5604,Wererat,Medium Humanoid Lawful Evil,2,,,Vorpal Blade,"Sorcerer, Giant Poisonous Snake","Bite: +4, 1d4+2 Piercing, Wererat Lycanthropy (CON Save, If Humanoid)	Shortsword: +4, 1d6+2 Piercing	Hand Crossbow: +4, 30ft, 1d6+2 Piercing	Multiattack: Bite, Shortsword	Multishot: 30ft, 2 Hand Crossbow",21,10,15,12,11,10,8,12,30
5605,Dire Wolf,Large Beast Unaligned,1,,,Regenerator,,"Bite: +5, 2d6+3 Piercing, Prone (STR Save)",40,17,15,15,3,12,7,14,50
5606,Tiger,Large Undead Unaligned,1,,,"Zombie,Undead Fortitude",,"Bite: +5, 1d10+3 Piercing	Claw: +5, 1d8+3 Slashing	Pounce: +5, 1d10+3 Slashing, Prone (STR Save), Bite (If Prone)",46,17,15,14,3,12,8,12,40
5607,Brown Bear,Large Beast Unaligned,1,,Acid,Black Half-Dragon,,"Bite: +6, 1d8+4 Piercing	Claws: +6, 2d6+4 Slashing	Multiattack: Bite, Claws	Acid Breath: 60ft, 3d8 Acid (DEX Save)",30,19,10,16,2,13,7,11,40
5608,Paladin,Medium Humanoid True Neutral,1,,,"Crit Master,Human,Divine Sense,FS: Dueling,Divine Smite,Divine Health,Sacred Oath,Level 4,Divine Favor,Shield of Faith",,"Longsword: +5, 1d8+5 Slashing	Blowgun: +4, 25ft, 3 Piercing	Cure Wounds: Heal 1d8+2	Shield of Faith: Shield of Faith	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon	Divine Favor: Divine Favor, Bonus",23,17,15,11,11,15,15,22,30
5609,Giant Eagle,Large Beast Neutral Good,1,,,+2 WIS,,"Beak: +5, 1d6+3 Piercing	Talons: +5, 2d6+3 Slashing	Multiattack: Beak, Talons",23,16,17,13,8,16,10,13,80
5610,Brass Dragon Wyrmling,Medium Dragon Chaotic Good,1,Fire,,"Die Hard,Relentless",,"Bite: +4, 1d10+2 Piercing	Breath Weapon: 20ft, 1x (Fire Breath, Sleep Breath)	Fire Breath: 20ft, 4d6 Fire (DEX Save)	Sleep Breath: 15ft, Asleep (CON Save)",18,15,10,13,10,11,13,16,60
5611,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Regenerator,,"Life Drain: +4, 3d6 Necrotic & Life Drain",25,1,14,11,10,10,11,12,50
5612,Rogue,Medium Humanoid Lawful Evil,1,,,"Quick Draw,Tiefling,Cunning Action,Thief,Level 3",,"Shortsword: +6, 1d6+4 Piercing, Sneak Attack	Hand Crossbow: +6, 30ft, 1d6+4 Piercing, Sneak Attack",28,13,18,18,18,12,11,16,30
5613,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Regenerator,Monk,"Life Drain: +4, 3d6 Necrotic & Life Drain",25,1,14,11,10,10,11,12,50
5614,Brass Dragon Wyrmling,Medium Dragon Chaotic Good,1,Fire,,"Die Hard,Relentless",Wererat,"Bite: +4, 1d10+2 Piercing	Breath Weapon: 20ft, 1x (Fire Breath, Sleep Breath)	Fire Breath: 20ft, 4d6 Fire (DEX Save)	Sleep Breath: 15ft, Asleep (CON Save)",18,15,10,13,10,11,13,16,60
5615,Tiger,Large Undead Unaligned,1,,,"Zombie,Undead Fortitude",Giant Hyena,"Bite: +5, 1d10+3 Piercing	Claw: +5, 1d8+3 Slashing	Pounce: +5, 1d10+3 Slashing, Prone (STR Save), Bite (If Prone)",46,17,15,14,3,12,8,12,40
5616,Dire Wolf,Large Beast Unaligned,1,,,Regenerator,Spy,"Bite: +5, 2d6+3 Piercing, Prone (STR Save)",40,17,15,15,3,12,7,14,50
5617,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Regenerator,"Monk, Rogue","Life Drain: +4, 3d6 Necrotic & Life Drain",25,1,14,11,10,10,11,12,50
5618,Tiger,Large Undead Unaligned,1,,,"Zombie,Undead Fortitude","Giant Hyena, Giant Eagle","Bite: +5, 1d10+3 Piercing	Claw: +5, 1d8+3 Slashing	Pounce: +5, 1d10+3 Slashing, Prone (STR Save), Bite (If Prone)",46,17,15,14,3,12,8,12,40
5619,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Regenerator,"Monk, Rogue, Dire Wolf","Life Drain: +4, 3d6 Necrotic & Life Drain",25,1,14,11,10,10,11,12,50
5620,Gelatinous Cube,Large Ooze Unaligned,2,"Blinded,Charmed,Deafened,Exhaustion,Frightened,Prone",,Good Stats,,"Engulf: 15ft, Encubed (DEX Save)	Digest: 6d6 Acid (If Encubed)	Pseudopod: +5, 3d6+1 Acid",69,16,5,22,3,8,3,7,15
5621,Saber-Toothed Tiger,Large Beast Unaligned,2,,,+2 INT,,"Claw: +6, 2d6+5 Slashing	Bite: +6, 1d10+5 Piercing	Pounce: +6, 2d6+5 Slashing, Prone (STR Save), Bite (If Prone)",40,18,14,15,5,12,8,12,40
5622,Will-o-Wisp,Tiny Undead Chaotic Evil,2,"Lightning,Poison,Exhaustion,Grappled,Paralyzed,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Necrotic,Thunder,Bludgeoning,Piercing,Slashing","Memorized One Spell,Spirit Guardians",,"Shock: +4, 2d8 Lightning	Invisibility: Invisible	Spirit Guardians: Spirit Guardians",17,1,28,10,13,14,11,19,50
5623,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Regenerator,"Monk, Rogue, Dire Wolf, Tiger, CR 1","Life Drain: +4, 3d6 Necrotic & Life Drain",25,1,14,11,10,10,11,12,50
5624,Wight,Medium Undead Neutral Evil,3,"Poison,Exhaustion,Poisoned",Necrotic,Armored,,"Longsword: +3, 1d10+2 Slashing	Longbow: +3, 150ft, 1d8+2 Piercing	Multiattack: Life Drain, Longsword	Multishot: 120ft, 2 Longbow	Life Drain: +3, 1d6+2 Necrotic & Life Drain",28,15,14,16,10,13,15,16,30
5625,Rhinoceros,Large Beast Unaligned,2,,,+2 DEX,,"Gore: +7, 2d8+5 Bludgeoning	Charge: +7, 4d8+5 Bludgeoning, Prone (STR Save)",35,21,10,15,2,12,6,12,40
5626,Wizard,Medium Humanoid True Neutral,2,,,"Electric Body,PC Class,Human,School of Evocation,Level 5,Mage Armor,Protection from Good & Evil",,"Dagger: +7, 1d4+4 Piercing	Dagger Toss: +7, 20ft, 1d4+4 Piercing	Poison Spray: 10ft, 2d12+0 Poison (CON Save)	Chill Touch: +8, 120ft, 2d8+0 Necrotic, Chill Touch	Ray of Frost: +8, 60ft, 2d8+0 Cold	Shocking Grasp: +8, 2d8+0 Lightning	Protection from Good & Evil: Protection from Good & Evil	Mage Armor: Mage Armor	Mirror Image: Mirror Image	Ray of Enfeeblement: +8, 60ft, Enfeedbled	Web: 60ft, Webbed (DEX Save)	Stinking Cloud: 90ft, Stinking Cloud	Fly: Fly	Expeditious Retreat: Expeditious Retreat, Bonus",21,13,19,15,20,13,10,17,30
